peak,i,fDom
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f1
singlePeak,low_i,f4
doublePeak,low_i,f3
singlePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f4
doublePeak,low_i,f3
singlePeak,low_i,f1
singlePeak,med_i,f2
doublePeak,med_i,f1
doublePeak,med_i,f3
doublePeak,high_i,f3
singlePeak,med_i,f2
doublePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,med_i,f3
singlePeak,high_i,f3
doublePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,med_i,f1
singlePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f3
doublePeak,low_i,f2
singlePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,low_i,f1
singlePeak,high_i,f3
doublePeak,high_i,f4
doublePeak,low_i,f2
doublePeak,med_i,f1
doublePeak,low_i,f2
singlePeak,high_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f1
doublePeak,low_i,f4
singlePeak,low_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f1
singlePeak,med_i,f3
singlePeak,low_i,f1
doublePeak,med_i,f4
singlePeak,high_i,f3
doublePeak,low_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f1
doublePeak,high_i,f4
singlePeak,low_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,med_i,f2
doublePeak,low_i,f3
singlePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,med_i,f3
doublePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f2
doublePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f1
doublePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f3
doublePeak,low_i,f2
doublePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f4
doublePeak,low_i,f4
doublePeak,high_i,f3
singlePeak,low_i,f2
doublePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f2
doublePeak,low_i,f3
doublePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,low_i,f1
singlePeak,low_i,f4
doublePeak,low_i,f2
singlePeak,med_i,f2
doublePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f4
singlePeak,high_i,f2
singlePeak,high_i,f1
doublePeak,med_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f1
doublePeak,high_i,f4
singlePeak,low_i,f1
doublePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f2
singlePeak,low_i,f1
singlePeak,med_i,f3
singlePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f2
doublePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f3
singlePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f3
doublePeak,high_i,f2
doublePeak,med_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f3
doublePeak,high_i,f2
doublePeak,high_i,f3
doublePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f4
doublePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f4
doublePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,med_i,f2
singlePeak,high_i,f3
doublePeak,low_i,f1
doublePeak,low_i,f4
singlePeak,high_i,f2
doublePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,med_i,f1
doublePeak,med_i,f4
doublePeak,low_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f1
doublePeak,low_i,f1
doublePeak,med_i,f1
singlePeak,high_i,f1
doublePeak,low_i,f3
singlePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,low_i,f2
singlePeak,high_i,f1
singlePeak,med_i,f2
doublePeak,low_i,f1
singlePeak,med_i,f2
singlePeak,high_i,f1
singlePeak,med_i,f2
doublePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,low_i,f4
doublePeak,high_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f3
doublePeak,low_i,f4
doublePeak,low_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f1
singlePeak,low_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,med_i,f1
doublePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f2
doublePeak,low_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,low_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f2
doublePeak,high_i,f4
singlePeak,med_i,f3
doublePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f2
doublePeak,low_i,f1
doublePeak,high_i,f3
singlePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f3
doublePeak,high_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f1
singlePeak,high_i,f4
doublePeak,high_i,f4
singlePeak,low_i,f1
singlePeak,low_i,f3
singlePeak,high_i,f2
singlePeak,low_i,f3
doublePeak,low_i,f1
doublePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f3
doublePeak,low_i,f4
singlePeak,low_i,f4
doublePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f4
doublePeak,med_i,f4
singlePeak,med_i,f4
doublePeak,high_i,f2
singlePeak,low_i,f3
doublePeak,high_i,f2
doublePeak,med_i,f4
doublePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,low_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,low_i,f3
singlePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,low_i,f3
singlePeak,low_i,f1
doublePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,high_i,f4
singlePeak,low_i,f1
singlePeak,med_i,f2
singlePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f2
singlePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,low_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,low_i,f4
singlePeak,low_i,f4
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f4
doublePeak,med_i,f4
singlePeak,high_i,f4
doublePeak,high_i,f1
singlePeak,med_i,f1
doublePeak,med_i,f4
singlePeak,high_i,f2
singlePeak,low_i,f2
doublePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f1
doublePeak,high_i,f3
doublePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f4
doublePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,med_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f4
singlePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,high_i,f3
doublePeak,low_i,f1
singlePeak,low_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f1
doublePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,low_i,f1
singlePeak,med_i,f4
singlePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f4
doublePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,low_i,f3
singlePeak,med_i,f3
doublePeak,low_i,f3
doublePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,med_i,f1
doublePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,low_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f2
doublePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f3
singlePeak,med_i,f1
singlePeak,low_i,f2
singlePeak,med_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f3
doublePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f2
doublePeak,high_i,f2
doublePeak,med_i,f4
singlePeak,low_i,f2
doublePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,med_i,f4
singlePeak,low_i,f4
doublePeak,high_i,f1
doublePeak,high_i,f2
doublePeak,low_i,f4
doublePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f2
doublePeak,low_i,f1
doublePeak,low_i,f4
singlePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,low_i,f3
doublePeak,med_i,f4
doublePeak,low_i,f1
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f2
singlePeak,low_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,low_i,f2
doublePeak,high_i,f3
singlePeak,low_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f1
doublePeak,high_i,f3
singlePeak,low_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f2
doublePeak,med_i,f3
doublePeak,low_i,f1
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f1
doublePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,high_i,f1
singlePeak,low_i,f3
singlePeak,low_i,f1
singlePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,low_i,f1
doublePeak,low_i,f3
doublePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f3
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,med_i,f4
singlePeak,high_i,f1
doublePeak,low_i,f1
singlePeak,med_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f3
doublePeak,high_i,f2
doublePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,low_i,f1
singlePeak,high_i,f4
doublePeak,high_i,f2
singlePeak,low_i,f1
singlePeak,low_i,f1
doublePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,high_i,f4
singlePeak,high_i,f2
doublePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f1
doublePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,med_i,f3
doublePeak,low_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f2
singlePeak,med_i,f3
doublePeak,low_i,f1
singlePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f1
singlePeak,low_i,f2
doublePeak,high_i,f1
singlePeak,low_i,f1
doublePeak,low_i,f4
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f2
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,med_i,f4
singlePeak,high_i,f2
doublePeak,low_i,f1
doublePeak,high_i,f3
doublePeak,med_i,f2
singlePeak,low_i,f2
doublePeak,high_i,f4
doublePeak,low_i,f4
singlePeak,low_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f4
singlePeak,low_i,f4
singlePeak,high_i,f4
doublePeak,med_i,f2
singlePeak,med_i,f4
singlePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,high_i,f3
doublePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f2
doublePeak,low_i,f1
doublePeak,low_i,f2
singlePeak,low_i,f3
doublePeak,low_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f1
singlePeak,low_i,f3
doublePeak,med_i,f4
singlePeak,med_i,f3
doublePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f3
singlePeak,med_i,f2
doublePeak,high_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f3
doublePeak,med_i,f4
doublePeak,med_i,f2
singlePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,low_i,f3
doublePeak,high_i,f2
singlePeak,low_i,f1
doublePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,low_i,f3
singlePeak,low_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,low_i,f3
doublePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f4
doublePeak,high_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f2
singlePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,low_i,f3
singlePeak,med_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f3
doublePeak,high_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,high_i,f4
doublePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,med_i,f2
doublePeak,low_i,f4
singlePeak,med_i,f2
singlePeak,low_i,f2
doublePeak,low_i,f4
singlePeak,high_i,f3
doublePeak,high_i,f3
singlePeak,low_i,f3
singlePeak,low_i,f1
singlePeak,low_i,f3
singlePeak,high_i,f4
doublePeak,low_i,f2
singlePeak,low_i,f4
doublePeak,high_i,f2
doublePeak,low_i,f2
singlePeak,med_i,f2
doublePeak,med_i,f4
singlePeak,low_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f3
doublePeak,low_i,f1
singlePeak,high_i,f3
singlePeak,low_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,low_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f3
doublePeak,med_i,f3
doublePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f1
doublePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,low_i,f3
singlePeak,low_i,f2
singlePeak,med_i,f4
doublePeak,low_i,f4
singlePeak,high_i,f4
doublePeak,low_i,f4
singlePeak,high_i,f3
doublePeak,low_i,f1
singlePeak,high_i,f1
doublePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f3
doublePeak,med_i,f4
doublePeak,high_i,f4
doublePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,med_i,f2
doublePeak,high_i,f2
singlePeak,high_i,f2
doublePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f2
doublePeak,high_i,f1
singlePeak,low_i,f4
doublePeak,low_i,f4
doublePeak,low_i,f3
singlePeak,low_i,f3
singlePeak,med_i,f1
doublePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f1
doublePeak,med_i,f4
doublePeak,low_i,f2
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f3
doublePeak,high_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f2
singlePeak,low_i,f1
doublePeak,high_i,f4
singlePeak,low_i,f4
singlePeak,low_i,f1
doublePeak,high_i,f4
singlePeak,med_i,f3
doublePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,low_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,med_i,f2
doublePeak,high_i,f2
doublePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f1
doublePeak,high_i,f1
singlePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f1
singlePeak,med_i,f2
doublePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f1
singlePeak,high_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f3
doublePeak,high_i,f4
singlePeak,med_i,f2
singlePeak,low_i,f2
singlePeak,low_i,f4
singlePeak,high_i,f4
doublePeak,high_i,f4
singlePeak,med_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f4
doublePeak,high_i,f2
doublePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f2
doublePeak,high_i,f4
singlePeak,med_i,f2
doublePeak,high_i,f2
singlePeak,low_i,f3
singlePeak,high_i,f3
doublePeak,low_i,f4
doublePeak,low_i,f1
doublePeak,low_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f2
doublePeak,high_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f1
doublePeak,high_i,f3
doublePeak,med_i,f3
doublePeak,low_i,f2
singlePeak,high_i,f2
doublePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,med_i,f1
singlePeak,med_i,f2
singlePeak,high_i,f2
doublePeak,med_i,f2
singlePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f3
doublePeak,low_i,f2
singlePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,low_i,f2
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,low_i,f4
doublePeak,high_i,f2
doublePeak,med_i,f2
doublePeak,low_i,f2
doublePeak,low_i,f1
doublePeak,med_i,f2
singlePeak,med_i,f1
doublePeak,low_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f3
doublePeak,high_i,f2
singlePeak,low_i,f2
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f4
doublePeak,med_i,f4
singlePeak,high_i,f2
doublePeak,high_i,f3
singlePeak,med_i,f2
doublePeak,low_i,f4
singlePeak,med_i,f3
singlePeak,low_i,f4
doublePeak,high_i,f2
singlePeak,low_i,f3
doublePeak,med_i,f4
doublePeak,high_i,f4
doublePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,high_i,f2
doublePeak,high_i,f4
doublePeak,low_i,f3
doublePeak,med_i,f4
singlePeak,med_i,f1
doublePeak,high_i,f3
singlePeak,high_i,f1
doublePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,high_i,f2
singlePeak,high_i,f2
singlePeak,low_i,f1
doublePeak,med_i,f4
doublePeak,med_i,f4
singlePeak,high_i,f4
singlePeak,high_i,f4
doublePeak,high_i,f1
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,med_i,f2
doublePeak,med_i,f4
singlePeak,low_i,f3
singlePeak,med_i,f2
singlePeak,low_i,f3
singlePeak,med_i,f4
singlePeak,high_i,f4
doublePeak,high_i,f3
singlePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,med_i,f3
singlePeak,low_i,f4
doublePeak,high_i,f4
singlePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,low_i,f2
singlePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,low_i,f3
singlePeak,low_i,f2
singlePeak,med_i,f3
singlePeak,med_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,low_i,f1
singlePeak,med_i,f1
singlePeak,med_i,f4
doublePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,med_i,f1
singlePeak,high_i,f2
doublePeak,med_i,f1
doublePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,high_i,f1
singlePeak,med_i,f3
singlePeak,high_i,f3
doublePeak,low_i,f4
singlePeak,low_i,f3
doublePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f2
singlePeak,high_i,f4
doublePeak,med_i,f4
singlePeak,med_i,f2
singlePeak,high_i,f4
singlePeak,high_i,f2
singlePeak,med_i,f1
singlePeak,med_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f3
singlePeak,med_i,f3
singlePeak,low_i,f4
doublePeak,low_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f2
singlePeak,med_i,f4
doublePeak,med_i,f3
doublePeak,high_i,f2
singlePeak,med_i,f4
doublePeak,low_i,f2
singlePeak,low_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,med_i,f2
singlePeak,low_i,f3
singlePeak,low_i,f3
singlePeak,high_i,f4
singlePeak,low_i,f4
singlePeak,low_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,med_i,f4
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f1
singlePeak,med_i,f1
doublePeak,med_i,f2
doublePeak,med_i,f2
doublePeak,low_i,f1
singlePeak,high_i,f4
doublePeak,med_i,f1
doublePeak,low_i,f2
singlePeak,high_i,f4
singlePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,high_i,f2
doublePeak,med_i,f4
doublePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f2
singlePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f4
doublePeak,med_i,f4
doublePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,low_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f3
singlePeak,med_i,f2
singlePeak,high_i,f4
singlePeak,low_i,f2
doublePeak,low_i,f1
doublePeak,med_i,f2
singlePeak,high_i,f4
doublePeak,low_i,f1
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f3
singlePeak,low_i,f2
doublePeak,med_i,f4
doublePeak,high_i,f3
singlePeak,low_i,f4
doublePeak,med_i,f2
singlePeak,med_i,f2
singlePeak,high_i,f3
doublePeak,low_i,f4
doublePeak,med_i,f4
doublePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,high_i,f1
doublePeak,high_i,f2
singlePeak,med_i,f4
doublePeak,med_i,f2
doublePeak,med_i,f4
doublePeak,med_i,f3
singlePeak,low_i,f3
doublePeak,high_i,f4
singlePeak,med_i,f4
singlePeak,med_i,f2
singlePeak,high_i,f3
singlePeak,low_i,f1
singlePeak,high_i,f2
singlePeak,low_i,f1
doublePeak,med_i,f3
singlePeak,med_i,f1
singlePeak,med_i,f1
singlePeak,med_i,f4
singlePeak,med_i,f3
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f4
doublePeak,med_i,f4
singlePeak,low_i,f2
singlePeak,high_i,f4
singlePeak,low_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f3
doublePeak,med_i,f3
singlePeak,low_i,f3
doublePeak,high_i,f2
singlePeak,med_i,f3
doublePeak,low_i,f2
doublePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,high_i,f1
singlePeak,low_i,f4
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,low_i,f3
singlePeak,high_i,f1
singlePeak,med_i,f4
singlePeak,high_i,f3
singlePeak,low_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,high_i,f3
singlePeak,low_i,f3
doublePeak,low_i,f3
singlePeak,high_i,f1
singlePeak,high_i,f1
singlePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,med_i,f4
singlePeak,med_i,f3
doublePeak,low_i,f1
singlePeak,high_i,f3
singlePeak,med_i,f3
singlePeak,high_i,f4
singlePeak,high_i,f1
doublePeak,low_i,f3
singlePeak,med_i,f2
singlePeak,low_i,f3
singlePeak,low_i,f3
singlePeak,med_i,f3
doublePeak,low_i,f1
doublePeak,high_i,f2
doublePeak,high_i,f4
singlePeak,med_i,f3
singlePeak,med_i,f3
singlePeak,high_i,f1
doublePeak,low_i,f3
doublePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,low_i,f1
singlePeak,low_i,f4
singlePeak,med_i,f3
doublePeak,low_i,f4
singlePeak,low_i,f4
doublePeak,low_i,f2
singlePeak,high_i,f4
doublePeak,low_i,f4
singlePeak,med_i,f1
singlePeak,low_i,f2
singlePeak,low_i,f2
singlePeak,high_i,f2
singlePeak,low_i,f1
singlePeak,med_i,f4
